customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment
3679-XASPY,Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.45,19.45,0,19.45,1.0,19.45,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,1,0
7123-WQUHX,Male,0,0,0,38,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),95.0,3605.6,0,2.5,37.95368421052631,3610.0,0,0,1,1,1,0,3,1,1,1,1,Established (2-4yr),2,0,1
5386-THSLQ,Female,1,1,0,66,0,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),45.55,3027.25,0,0.6901515151515151,66.45993413830955,3006.2999999999997,0,1,1,0,1,0,3,1,0,1,0,Loyal (4-6yr),2,0,1
3192-NQECA,Male,0,1,0,68,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.0,7611.85,1,1.6176470588235294,69.19863636363637,7480.0,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
6180-YBIQI,Male,0,0,0,5,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.3,100.2,0,4.86,4.1234567901234565,121.5,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,0,0
6728-DKUCO,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,104.15,7303.05,0,1.4465277777777779,70.12049927988478,7498.8,1,1,0,0,1,1,4,1,1,1,1,Loyal (4-6yr),2,1,0
9750-BOOHV,Female,0,0,0,32,0,No phone service,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,30.15,927.65,0,0.9421875,30.76782752902156,964.8,1,0,0,0,0,0,1,0,0,1,0,Established (2-4yr),2,0,0
8597-CWYHH,Male,0,0,0,43,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Mailed check,94.35,3921.3,0,2.1941860465116276,41.56120826709063,4057.0499999999997,0,0,0,0,1,1,2,0,1,1,1,Established (2-4yr),2,0,0
2848-YXSMW,Male,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,1363.25,0,0.26944444444444443,70.27061855670104,1396.8,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
0486-HECZI,Male,0,1,0,55,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,96.75,5238.9,1,1.759090909090909,54.14883720930232,5321.25,1,1,0,0,1,0,3,1,1,1,1,Loyal (4-6yr),3,1,0
4549-ZDQYY,Female,0,0,0,52,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),57.95,3042.25,0,1.114423076923077,52.49784296807592,3013.4,1,0,1,1,0,0,3,1,1,1,1,Loyal (4-6yr),2,0,1
5712-AHQNN,Female,0,0,0,43,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.65,3954.1,0,2.1313953488372093,43.14348063284233,3940.9500000000003,0,1,1,0,1,0,3,1,1,1,1,Established (2-4yr),3,1,0
4846-WHAFZ,Female,1,1,0,37,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,2868.15,1,2.0675675675675675,37.4921568627451,2830.5,0,0,0,0,0,0,0,0,1,1,1,Established (2-4yr),3,1,0
5256-SKJGO,Female,0,1,1,64,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,54.6,3423.5,0,0.853125,62.7014652014652,3494.4,0,1,0,1,1,1,4,1,0,1,0,Loyal (4-6yr),1,1,0
3071-VBYPO,Male,0,1,1,3,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,89.85,248.4,0,29.95,2.7646076794657763,269.54999999999995,1,1,0,0,1,0,3,1,1,1,1,New (0-12m),3,1,0
9560-BBZXK,Female,0,0,0,36,0,No phone service,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),31.05,1126.35,0,0.8625,36.27536231884058,1117.8,1,0,0,0,0,0,1,0,0,1,0,Established (2-4yr),1,0,1
5299-RULOA,Female,0,1,1,10,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.25,1064.65,1,10.025,10.61995012468828,1002.5,1,0,0,0,1,1,3,1,1,1,1,New (0-12m),3,1,0
8402-OOOHJ,Female,0,0,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.65,835.15,0,0.5036585365853659,40.44309927360775,846.65,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,0
9445-ZUEQE,Male,0,1,1,27,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),85.2,2151.6,0,3.1555555555555554,25.25352112676056,2300.4,0,1,0,1,0,0,2,0,1,1,1,Established (2-4yr),3,0,1
1091-SOZGA,Female,0,1,1,56,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),99.8,5515.45,0,1.782142857142857,55.26503006012024,5588.8,0,0,1,0,1,1,3,1,1,1,1,Loyal (4-6yr),2,0,1
2928-HLDBA,Female,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,112.75,0,3.4499999999999997,5.446859903381642,124.19999999999999,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
0404-SWRVG,Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,229.55,1,24.8,3.0853494623655915,223.20000000000002,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
6497-TILVL,Female,0,1,1,7,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.7,350.35,0,7.242857142857143,6.910256410256411,354.90000000000003,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,0
7219-TLZHO,Female,0,1,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,62.9,0,5.2125,3.016786570743405,83.4,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
4622-YNKIJ,Male,0,0,0,33,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,1,Electronic check,88.95,3027.65,0,2.6954545454545453,34.03766160764474,2935.35,1,0,0,1,1,0,3,1,1,1,1,Established (2-4yr),1,1,0
4412-YLTKF,Female,1,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.05,2135.5,1,2.890740740740741,27.360666239590007,2107.35,0,0,1,0,0,0,1,0,1,1,1,Established (2-4yr),3,1,0
6734-PSBAW,Male,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),23.55,1723.95,0,0.32708333333333334,73.20382165605095,1695.6000000000001,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
3930-ZGWVE,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,0,19.75,1.0,19.75,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
2639-UGMAZ,Male,1,0,0,71,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,56.45,3985.35,0,0.7950704225352113,70.59964570416297,4007.9500000000003,1,1,0,0,1,1,4,1,0,1,0,Loyal (4-6yr),2,1,0
2876-GZYZC,Female,0,0,0,13,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.95,1215.65,0,6.611538461538462,14.14368819080861,1117.3500000000001,0,0,0,0,0,1,1,0,1,1,1,Developing (1-2yr),3,1,0
6207-WIOLX,Female,0,1,1,25,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),58.6,1502.65,1,2.344,25.642491467576793,1465.0,1,1,1,0,1,1,5,1,0,1,0,Established (2-4yr),3,0,1
8587-XYZSF,Male,0,0,0,67,1,No,DSL,No,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),50.55,3260.1,0,0.7544776119402985,64.49258160237389,3386.85,0,0,0,1,0,0,1,0,1,1,1,Loyal (4-6yr),1,0,1
3091-FYHKI,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.45,35.45,1,35.45,1.0,35.45,0,0,0,0,0,1,1,0,0,1,0,New (0-12m),3,1,0
2372-HWUHI,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.35,81.25,1,22.175,1.8320180383314544,88.7,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
7799-LGRDP,Female,0,0,0,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.7,1188.2,0,0.5976744186046511,46.23346303501946,1105.1,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1
7850-VWJUU,Female,0,0,0,23,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.0,1778.5,0,3.260869565217391,23.713333333333335,1725.0,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,0,1
3774-VBNXY,Female,0,1,1,64,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,1277.75,0,0.315625,63.254950495049506,1292.8,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
6217-KDYWC,Male,0,0,1,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.6,1170.55,0,0.34385964912280703,59.721938775510196,1117.2,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
0390-DCFDQ,Female,1,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45,1,70.45,1.0,70.45,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
3146-MSEGF,Female,1,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.05,6425.65,0,1.2229166666666667,72.97728563316298,6339.599999999999,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
4080-OGPJL,Female,0,0,0,8,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.15,563.65,1,8.89375,7.921995783555867,569.2,1,0,0,1,0,1,3,1,1,1,1,New (0-12m),3,1,0
1095-WGNGG,Female,0,1,0,61,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),101.05,5971.25,0,1.6565573770491804,59.09203364670955,6164.05,0,1,0,0,1,1,3,1,1,1,1,Loyal (4-6yr),1,0,1
2636-SJDOU,Male,0,0,0,64,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),84.3,5289.05,0,1.3171875,62.74080664294188,5395.2,1,1,0,0,0,0,2,0,1,1,1,Loyal (4-6yr),2,0,1
1131-QQZEB,Male,1,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.95,1756.2,0,0.3373239436619718,73.32776617954072,1700.45,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
5716-EZXZN,Female,0,1,1,65,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),99.05,6416.7,0,1.5238461538461539,64.78243311458858,6438.25,1,1,0,1,1,0,4,1,1,1,1,Loyal (4-6yr),1,0,1
6837-BJYDQ,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.6,61.35,0,6.533333333333334,3.1301020408163263,58.800000000000004,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),2,0,0
2135-RXIHG,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.65,45.65,1,45.65,1.0,45.65,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
6440-DKQGE,Male,0,0,1,30,1,No,DSL,No,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),64.5,1929.95,0,2.15,29.92170542635659,1935.0,0,1,1,0,1,0,3,1,1,1,1,Established (2-4yr),2,0,1
3466-BYAVD,Male,0,1,1,15,1,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,69.5,1071.4,0,4.633333333333334,15.415827338129498,1042.5,0,1,1,1,0,1,4,1,1,1,1,Developing (1-2yr),3,0,0
3780-YVMFA,Female,0,1,1,8,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,68.55,564.35,0,8.56875,8.232676878191102,548.4,0,0,0,1,1,1,3,1,1,1,1,New (0-12m),3,1,0
3874-EQOEP,Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.0,655.5,1,13.571428571428571,6.9,665.0,0,0,0,0,1,1,2,0,1,1,1,New (0-12m),3,0,0
1679-JRFBR,Female,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),108.15,7930.55,0,1.5450000000000002,73.3291724456773,7570.5,1,1,1,0,1,1,5,1,1,1,1,Loyal (4-6yr),2,0,1
9073-ZZIAY,Male,0,1,1,62,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,86.1,5215.25,0,1.3887096774193548,60.57200929152149,5338.2,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,1,0
3077-RSNTJ,Female,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,113.5,0,3.283333333333333,5.761421319796955,118.19999999999999,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
6551-GNYDG,Female,0,1,1,14,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),80.9,1152.8,0,5.778571428571429,14.249690976514213,1132.6000000000001,0,0,0,0,0,1,1,0,1,1,1,Developing (1-2yr),3,0,1
9167-APMXZ,Female,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),84.15,1821.95,0,3.825,21.651218062982768,1851.3000000000002,0,0,0,0,1,0,1,0,1,1,1,Developing (1-2yr),3,0,1
2749-CTKAJ,Male,0,1,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,419.9,0,0.9159090909090909,20.838709677419356,443.29999999999995,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,0
6371-NZYEG,Male,0,1,1,16,1,No,DSL,Yes,No,Yes,No,Yes,No,Two year,0,Mailed check,64.25,1024.0,0,4.015625,15.937743190661479,1028.0,1,0,1,0,1,0,3,1,1,1,1,Developing (1-2yr),1,0,0
7554-NEWDD,Male,0,0,0,10,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.7,251.6,0,2.57,9.789883268482491,257.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),1,0,1
8992-VONJD,Female,0,0,1,13,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,56.0,764.55,0,4.3076923076923075,13.65267857142857,728.0,1,1,0,0,0,0,2,0,1,1,1,Developing (1-2yr),3,1,0
0867-MKZVY,Female,0,1,0,20,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,82.4,1592.35,1,4.12,19.324635922330096,1648.0,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,1,0
4482-EWFMI,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,135.2,0,34.85,1.9397417503586798,139.4,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
4648-YPBTM,Male,0,0,0,53,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),73.9,3958.25,0,1.3943396226415095,53.56224627875507,3916.7000000000003,0,1,1,1,0,1,4,1,1,1,1,Loyal (4-6yr),1,0,1
2907-ILJBN,Female,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.6,233.9,0,1.8727272727272728,11.354368932038835,226.60000000000002,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),2,0,0
6345-FZOQH,Male,0,1,0,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.9,1363.45,0,0.28840579710144926,68.51507537688443,1373.1,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
3376-BMGFE,Female,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.9,273.0,1,17.725,3.85049365303244,283.6,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,1
5997-OPVFA,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),89.05,6254.45,0,1.2368055555555555,70.23526108927568,6411.599999999999,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
3445-HXXGF,Male,1,1,0,58,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,45.3,2651.2,1,0.7810344827586206,58.52538631346578,2627.3999999999996,0,1,1,0,0,1,3,1,0,1,0,Loyal (4-6yr),3,1,0
1159-WFSGR,Female,0,1,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.4,321.4,0,1.275,15.754901960784315,326.4,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,1,0
7654-YWJUF,Male,0,1,0,43,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Bank transfer (automatic),84.25,3539.25,0,1.9593023255813953,42.00890207715133,3622.75,1,0,1,1,0,0,3,1,1,1,1,Established (2-4yr),2,0,1
1875-QIVME,Female,0,1,0,2,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.4,242.8,1,52.2,2.3256704980842913,208.8,0,0,1,1,1,1,4,1,1,1,1,New (0-12m),3,1,0
6727-IOTLZ,Male,0,1,0,14,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,81.95,1181.75,0,5.853571428571429,14.420378279438681,1147.3,0,1,1,1,1,1,5,1,1,1,1,Developing (1-2yr),1,0,0
0691-JVSYA,Female,0,1,0,53,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),94.85,5000.2,1,1.7896226415094338,52.71692145492884,5027.049999999999,0,0,1,0,1,1,3,1,1,1,1,Loyal (4-6yr),2,0,1
5918-VUKWP,Female,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.55,654.55,0,0.6421875,31.85158150851581,657.6,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1
1744-JHKYS,Female,0,1,0,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,24.7,780.2,0,0.7264705882352941,31.587044534412957,839.8,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),3,1,0
2656-FMOKZ,Female,1,0,0,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.45,1145.7,1,4.963333333333334,15.38885157824043,1116.75,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,0,0
2070-FNEXE,Female,1,0,0,7,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),76.45,503.6,1,10.921428571428573,6.587311968606933,535.15,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,1
5947-SGKCL,Female,0,1,1,15,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,1559.25,0,7.0233333333333325,14.800664451827243,1580.25,0,1,1,0,1,1,4,1,1,1,1,Developing (1-2yr),3,0,1
3712-PKXZA,Male,0,1,0,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.55,1252.0,0,0.3368852459016394,60.92457420924574,1253.55,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),2,0,1
6317-YPKDH,Female,0,0,0,1,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),29.95,29.95,1,29.95,1.0,29.95,0,1,0,0,0,0,1,0,0,1,0,New (0-12m),3,0,1
6582-OIVSP,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.3,45.3,0,45.3,1.0,45.3,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
9367-WXLCH,Male,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),84.5,662.65,1,10.5625,7.842011834319527,676.0,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,0,1
5524-KHNJP,Male,0,1,1,33,1,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),74.75,2453.3,0,2.265151515151515,32.82006688963211,2466.75,1,0,1,0,1,1,4,1,1,1,1,Established (2-4yr),2,0,1
1918-ZBFQJ,Female,0,0,0,13,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,79.25,1111.65,1,6.096153846153846,14.027129337539433,1030.25,0,1,1,0,0,0,2,0,1,1,1,Developing (1-2yr),3,1,0
1024-GUALD,Female,0,1,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.8,24.8,1,24.8,1.0,24.8,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,1,0
4827-USJHP,Male,0,0,0,20,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,51.8,1023.85,0,2.59,19.765444015444018,1036.0,0,1,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,0,0
8167-GJLRN,Male,0,0,0,3,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,30.4,82.15,0,10.133333333333333,2.702302631578948,91.19999999999999,0,0,0,1,0,0,1,0,0,1,0,New (0-12m),3,1,0
0956-SYCWG,Female,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.65,244.8,0,1.5115384615384615,12.458015267175574,255.45,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,1,0
8017-UVSZU,Female,0,1,0,40,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),56.6,2379.1,0,1.415,42.033568904593636,2264.0,0,1,0,0,0,0,1,0,1,1,1,Established (2-4yr),3,0,1
7100-FQPRV,Male,0,1,1,43,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Credit card (automatic),71.9,3173.35,0,1.672093023255814,44.1356050069541,3091.7000000000003,1,0,0,1,0,1,3,1,1,1,1,Established (2-4yr),2,0,1
2472-OVKUP,Male,0,1,0,6,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,91.0,531.0,1,15.166666666666666,5.835164835164835,546.0,0,1,1,0,0,1,3,1,1,1,1,New (0-12m),3,1,0
2984-RGEYA,Female,0,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,1375.4,0,0.286231884057971,69.64050632911393,1362.75,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
9680-NIAUV,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),109.7,8129.3,0,1.5236111111111112,74.10483135824977,7898.400000000001,1,1,1,0,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
2146-EGVDT,Male,0,1,1,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.3,1192.7,0,0.3271186440677966,61.7979274611399,1138.7,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
2604-IJPDU,Female,0,1,0,20,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,96.55,1901.65,0,4.8275,19.696012428793374,1931.0,1,1,0,1,1,0,4,1,1,1,1,Developing (1-2yr),3,1,0
9178-JHUVJ,Male,0,1,1,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.1,587.4,0,1.0041666666666667,24.37344398340249,578.4000000000001,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),1,0,1
6168-YBYNP,Male,0,0,0,59,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.35,6519.75,0,1.8872881355932203,58.551863493489,6569.65,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),3,1,0
7255-SSFBC,Male,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),112.25,8041.65,0,1.5590277777777777,71.64053452115813,8082.0,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
3645-DEYGF,Male,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,20.75,0,20.75,1.0,20.75,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
9323-HGFWY,Female,0,1,0,27,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,1,Credit card (automatic),101.9,2681.15,0,3.774074074074074,26.311579980372915,2751.3,1,0,0,1,1,1,4,1,1,1,1,Established (2-4yr),2,0,1
8544-GOQSH,Female,0,0,0,14,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),80.05,1112.3,0,5.7178571428571425,13.895065584009993,1120.7,0,1,0,1,0,0,2,0,1,1,1,Developing (1-2yr),3,0,1
3363-DTIVD,Male,0,1,1,71,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Electronic check,105.55,7405.5,0,1.486619718309859,70.1610611084794,7494.05,1,0,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),1,1,0
