customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment,historical_ltv,churn_probability,expected_remaining_months,predictive_ltv,total_ltv,ltv_segment
6416-JNVRK,Female,0,0,0,46,1,No,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),55.65,2688.85,0,1.2097826086956522,48.31716082659479,2559.9,0,0,0,0,0,1,1,0,1,1,1,Established (2-4yr),2,0,1,2688.85,0.15762074812442453,6.344342428895263,342.5040708214323,3031.3540708214323,Medium Value
5590-ZSKRV,Female,0,1,1,8,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.65,482.25,0,6.83125,8.82433668801464,437.2,1,1,0,0,0,0,2,0,1,1,1,New (0-12m),3,0,0,482.25,0.27188141115269365,3.678074185948599,197.14968326307218,679.3996832630721,Low Value
0191-ZHSKZ,Male,1,0,0,30,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,74.75,2111.3,0,2.4916666666666667,28.24481605351171,2242.5,1,1,0,0,1,1,4,1,1,1,1,Established (2-4yr),3,1,0,2111.3,0.42179285816300904,2.370831986950175,174.76050260327924,2286.0605026032795,Medium Value
3887-PBQAO,Female,0,1,1,45,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),25.9,1216.6,0,0.5755555555555555,46.972972972972975,1165.5,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1,1216.6,0.18312417070627027,5.460775582727373,137.70423292813751,1354.3042329281375,Medium Value
5919-TMRGD,Female,0,0,1,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.35,79.35,1,79.35,1.0,79.35,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0,79.35,0.9548459778021616,1.0472893254488778,82.39946390438797,161.74946390438797,Low Value
8108-UXRQN,Female,0,1,1,11,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,50.55,565.35,0,4.595454545454545,11.183976261127595,556.05,1,0,0,0,1,1,3,1,0,1,0,New (0-12m),3,1,0,565.35,0.5492161688339678,1.8207766936706984,90.96985785073534,656.3198578507354,Low Value
9191-MYQKX,Female,0,1,0,7,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),75.15,496.9,1,10.735714285714286,6.612109115103126,526.0500000000001,0,0,1,0,0,0,1,0,1,1,1,New (0-12m),3,0,1,496.9,0.8204237961568479,1.2188822468148168,90.7596428149254,587.6596428149254,Low Value
9919-YLNNG,Female,0,0,0,42,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.8,4327.5,0,2.4714285714285715,41.690751445086704,4359.599999999999,0,1,1,1,1,1,5,1,1,1,1,Established (2-4yr),3,0,1,4327.5,0.49656166583830424,2.013848568660213,206.44141625213751,4533.941416252137,High Value
0318-ZOPWS,Female,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,973.35,0,0.4112244897959183,48.30521091811415,987.35,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,973.35,0.12346495429403179,8.099464384188732,157.18607022904376,1130.5360702290438,Medium Value
4445-ZJNMU,Male,0,0,0,9,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.3,918.75,0,11.033333333333331,9.25226586102719,893.6999999999999,0,1,0,0,1,1,3,1,1,1,1,New (0-12m),3,0,1,918.75,0.8755677580232097,1.1421160622197006,112.40862641375524,1031.1586264137552,Medium Value
4808-YNLEU,Female,0,1,0,35,1,No,DSL,Yes,No,No,No,Yes,No,One year,1,Bank transfer (automatic),62.15,2215.45,0,1.7757142857142856,35.646822204344325,2175.25,1,0,0,0,1,0,2,0,1,1,1,Established (2-4yr),2,0,1,2215.45,0.13318675002849958,7.508254385560259,450.5227387996502,2665.97273879965,Medium Value
1862-QRWPE,Female,0,1,1,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.65,1057.0,0,0.4302083333333333,51.1864406779661,991.2,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1,1057.0,0.12388381553080728,8.07207943761888,160.55986212503325,1217.5598621250333,Medium Value
2796-NNUFI,Female,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,927.1,0,0.433695652173913,46.47117794486216,917.7,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,0,927.1,0.09858092301229864,10.143950466717007,193.2835587793273,1120.3835587793274,Medium Value
3016-KSVCP,Male,0,1,0,29,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,33.75,1009.25,0,1.1637931034482758,29.903703703703705,978.75,0,0,0,0,1,0,1,0,0,1,0,Established (2-4yr),3,0,0,1009.25,0.4675208486959199,2.1389420445940575,71.2558756380577,1080.5058756380577,Medium Value
4767-HZZHQ,Male,0,1,1,30,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),82.05,2570.2,0,2.735,31.32480195003047,2461.5,0,1,1,0,0,0,2,0,1,1,1,Established (2-4yr),3,0,1,2570.2,0.4556800990267952,2.194521995004213,177.6914583972019,2747.891458397202,Medium Value
2424-WVHPL,Male,1,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,74.7,74.7,0,74.7,1.0,74.7,0,0,0,1,0,0,1,0,1,1,1,New (0-12m),3,1,0,74.7,0.8241622861388889,1.2133532640578493,89.80899841454688,164.50899841454688,Low Value
7233-PAHHL,Male,0,1,1,66,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,84.0,5714.25,0,1.2727272727272727,68.02678571428571,5544.0,1,0,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,0,5714.25,0.06538094544344544,15.294976131310316,1201.5830326110654,6915.833032611065,High Value
6067-NGCEU,Female,0,0,0,65,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),111.05,7107.0,0,1.7084615384615385,63.9981990094552,7218.25,1,1,1,0,1,1,5,1,1,1,1,Loyal (4-6yr),3,0,1,7107.0,0.3249337484292447,3.0775504386173447,336.0363821400486,7443.036382140049,High Value
9848-JQJTX,Male,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),100.9,7459.05,0,1.401388888888889,73.92517343904856,7264.8,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),1,0,1,7459.05,0.19712415140528644,5.072945110333052,499.15833821387673,7958.208338213877,High Value
8637-XJIVR,Female,0,0,0,12,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,78.95,927.35,1,6.579166666666667,11.746041798606711,947.4,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0,927.35,0.7326230262798127,1.3649584631237994,106.71140635072676,1034.0614063507269,Medium Value
9803-FTJCG,Male,0,1,1,71,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.85,4748.7,0,0.941549295774648,71.03515332834705,4746.349999999999,1,1,0,1,0,0,3,1,1,1,1,Loyal (4-6yr),2,0,1,4748.7,0.1118182897898455,8.943080795453309,573.8110917776573,5322.511091777657,High Value
0278-YXOOG,Male,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.05,113.85,1,4.21,5.40855106888361,105.25,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,113.85,0.4548460886855272,2.1985458925016346,45.66972903224655,159.51972903224654,Low Value
3212-KXOCR,Male,0,0,0,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.0,1107.2,0,0.4038461538461538,52.72380952380953,1092.0,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1107.2,0.12497427882587794,8.001646493941871,161.90328945234666,1269.1032894523466,Medium Value
4598-XLKNJ,Female,1,1,0,25,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.5,2514.5,1,3.94,25.527918781725887,2462.5,0,1,1,0,1,1,4,1,1,1,1,Established (2-4yr),3,1,0,2514.5,0.7762658254429995,1.288218503538166,125.69067930239063,2640.1906793023904,Medium Value
6380-ARCEH,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,20.2,0,20.2,1.0,20.2,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,20.2,0.6554329661842787,1.5257090375262636,30.49813330476209,50.69813330476209,Low Value
3679-XASPY,Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.45,19.45,0,19.45,1.0,19.45,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,1,0,19.45,0.6349961909591205,1.574812596103238,30.304725720706635,49.75472572070663,Low Value
7123-WQUHX,Male,0,0,0,38,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),95.0,3605.6,0,2.5,37.95368421052631,3610.0,0,0,1,1,1,0,3,1,1,1,1,Established (2-4yr),2,0,1,3605.6,0.21143706997573905,4.729539621953441,438.7772653943056,4044.3772653943056,High Value
5386-THSLQ,Female,1,1,0,66,0,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),45.55,3027.25,0,0.6901515151515151,66.45993413830955,3006.3,0,1,1,0,1,0,3,1,0,1,0,Loyal (4-6yr),2,0,1,3027.25,0.1217267487199763,8.215121249154766,360.229267829257,3387.479267829257,High Value
3192-NQECA,Male,0,1,0,68,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.0,7611.85,1,1.6176470588235294,69.19863636363637,7480.0,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1,7611.85,0.32783342227592543,3.050329624898149,329.9520732220434,7941.802073222044,High Value
6180-YBIQI,Male,0,0,0,5,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.3,100.2,0,4.86,4.1234567901234565,121.5,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,0,0,100.2,0.46583517568418303,2.146682028748208,51.48823141393819,151.68823141393818,Low Value
6728-DKUCO,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,104.15,7303.05,0,1.446527777777778,70.12049927988478,7498.8,1,1,0,0,1,1,4,1,1,1,1,Loyal (4-6yr),2,1,0,7303.05,0.2631954245441557,3.7994581468578392,387.9258868344376,7690.975886834438,High Value
9750-BOOHV,Female,0,0,0,32,0,No phone service,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,30.15,927.65,0,0.9421875,30.76782752902156,964.8,1,0,0,0,0,0,1,0,0,1,0,Established (2-4yr),2,0,0,927.65,0.18289669942845244,5.467567228522848,160.4953665640559,1088.1453665640558,Medium Value
8597-CWYHH,Male,0,0,0,43,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Mailed check,94.35,3921.3,0,2.194186046511628,41.56120826709063,4057.05,0,0,0,0,1,1,2,0,1,1,1,Established (2-4yr),2,0,0,3921.3,0.2907027435523701,3.439940014944682,318.64361973095066,4239.943619730951,High Value
2848-YXSMW,Male,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,1363.25,0,0.2694444444444444,70.27061855670104,1396.8,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1363.25,0.08032754345327874,12.449030021460004,228.50364610450015,1591.7536461045001,Medium Value
0486-HECZI,Male,0,1,0,55,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,96.75,5238.9,1,1.759090909090909,54.14883720930232,5321.25,1,1,0,0,1,0,3,1,1,1,1,Loyal (4-6yr),3,1,0,5238.9,0.5781912267489425,1.7295316043150752,165.4486288060287,5404.3486288060285,High Value
4549-ZDQYY,Female,0,0,0,52,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),57.95,3042.25,0,1.114423076923077,52.49784296807592,3013.4,1,0,1,1,0,0,3,1,1,1,1,Loyal (4-6yr),2,0,1,3042.25,0.08760459230312172,11.414926703156015,628.5143913855355,3670.7643913855354,High Value
5712-AHQNN,Female,0,0,0,43,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.65,3954.1,0,2.1313953488372093,43.14348063284233,3940.95,0,1,1,0,1,0,3,1,1,1,1,Established (2-4yr),3,1,0,3954.1,0.47755701508201304,2.093990808256194,189.46801050915894,4143.568010509159,High Value
4846-WHAFZ,Female,1,1,0,37,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,2868.15,1,2.0675675675675675,37.4921568627451,2830.5,0,0,0,0,0,0,0,0,1,1,1,Established (2-4yr),3,1,0,2868.15,0.7475166461719311,1.3377628513305333,101.35116777751531,2969.5011677775155,Medium Value
5256-SKJGO,Female,0,1,1,64,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,54.6,3423.5,0,0.853125,62.7014652014652,3494.4,0,1,0,1,1,1,4,1,0,1,0,Loyal (4-6yr),1,1,0,3423.5,0.20342787052929034,4.915747273950921,261.9090552201262,3685.409055220126,High Value
3071-VBYPO,Male,0,1,1,3,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,89.85,248.4,0,29.95,2.7646076794657763,269.54999999999995,1,1,0,0,1,0,3,1,1,1,1,New (0-12m),3,1,0,248.4,0.65011254854466,1.5381951974909527,136.7594197540323,385.15941975403234,Low Value
9560-BBZXK,Female,0,0,0,36,0,No phone service,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),31.05,1126.35,0,0.8625,36.27536231884058,1117.8,1,0,0,0,0,0,1,0,0,1,0,Established (2-4yr),1,0,1,1126.35,0.14115839551592793,7.084240341107892,212.73937767988528,1339.0893776798853,Medium Value
5299-RULOA,Female,0,1,1,10,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.25,1064.65,1,10.025,10.61995012468828,1002.5,1,0,0,0,1,1,3,1,1,1,1,New (0-12m),3,1,0,1064.65,0.8505096880605761,1.1757655603903912,116.81126528506887,1181.461265285069,Medium Value
8402-OOOHJ,Female,0,0,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.65,835.15,0,0.5036585365853659,40.44309927360775,846.65,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,0,835.15,0.09495680910989447,10.531103660430395,207.37248751890505,1042.522487518905,Medium Value
9445-ZUEQE,Male,0,1,1,27,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),85.2,2151.6,0,3.1555555555555554,25.25352112676056,2300.4,0,1,0,1,0,0,2,0,1,1,1,Established (2-4yr),3,0,1,2151.6,0.45741034446711626,2.1862207798667113,183.82160558579483,2335.4216055857946,Medium Value
1091-SOZGA,Female,0,1,1,56,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),99.8,5515.45,0,1.782142857142857,55.26503006012024,5588.8,0,0,1,0,1,1,3,1,1,1,1,Loyal (4-6yr),2,0,1,5515.45,0.3960633869450175,2.5248483777138997,248.32505871923433,5763.775058719234,High Value
2928-HLDBA,Female,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,112.75,0,3.45,5.446859903381642,124.2,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,112.75,0.37762089723125636,2.648158529710808,53.99426213470027,166.74426213470028,Low Value
0404-SWRVG,Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,229.55,1,24.8,3.0853494623655915,223.2,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,229.55,0.9006815198759125,1.110270365198312,81.88401613989004,311.43401613989005,Low Value
6497-TILVL,Female,0,1,1,7,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.7,350.35,0,7.242857142857143,6.910256410256411,354.90000000000003,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,0,350.35,0.34971322178776687,2.8594858235210725,142.67563617517985,493.0256361751799,Low Value
7219-TLZHO,Female,0,1,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,62.9,0,5.2125,3.016786570743405,83.4,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,62.9,0.47314234867734906,2.1135288413634097,43.501855976962744,106.40185597696274,Low Value
4622-YNKIJ,Male,0,0,0,33,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,1,Electronic check,88.95,3027.65,0,2.6954545454545453,34.03766160764474,2935.35,1,0,0,1,1,0,3,1,1,1,1,Established (2-4yr),1,1,0,3027.65,0.30981310173852256,3.2277524558789783,282.12348347970476,3309.7734834797047,High Value
4412-YLTKF,Female,1,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.05,2135.5,1,2.890740740740741,27.360666239590007,2107.35,0,0,1,0,0,0,1,0,1,1,1,Established (2-4yr),3,1,0,2135.5,0.5949896594502877,1.6807014779448475,129.72837343570737,2265.2283734357075,Medium Value
6734-PSBAW,Male,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),23.55,1723.95,0,0.3270833333333333,73.20382165605095,1695.6,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1723.95,0.09281704880087234,10.773882739424069,241.70703547163183,1965.6570354716318,Medium Value
3930-ZGWVE,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,0,19.75,1.0,19.75,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,19.75,0.6342944110617883,1.5765549602211257,30.80597470142321,50.55597470142321,Low Value
2639-UGMAZ,Male,1,0,0,71,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,56.45,3985.35,0,0.7950704225352113,70.59964570416297,4007.95,1,1,0,0,1,1,4,1,0,1,0,Loyal (4-6yr),2,1,0,3985.35,0.22909567429904115,4.364988571083576,240.99138233265793,4226.341382332658,High Value
2876-GZYZC,Female,0,0,0,13,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.95,1215.65,0,6.611538461538462,14.14368819080861,1117.35,0,0,0,0,0,1,1,0,1,1,1,Developing (1-2yr),3,1,0,1215.65,0.7659177901510097,1.3056231528488693,111.15006625485924,1326.8000662548593,Medium Value
6207-WIOLX,Female,0,1,1,25,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),58.6,1502.65,1,2.344,25.642491467576797,1465.0,1,1,1,0,1,1,5,1,0,1,0,Established (2-4yr),3,0,1,1502.65,0.4499615351825105,2.2224121881760106,128.5050361969703,1631.1550361969703,Medium Value
8587-XYZSF,Male,0,0,0,67,1,No,DSL,No,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),50.55,3260.1,0,0.7544776119402985,64.49258160237389,3386.85,0,0,0,1,0,0,1,0,1,1,1,Loyal (4-6yr),1,0,1,3260.1,0.07461870180473121,13.401466064323769,638.4746958481851,3898.574695848185,High Value
3091-FYHKI,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.45,35.45,1,35.45,1.0,35.45,0,0,0,0,0,1,1,0,0,1,0,New (0-12m),3,1,0,35.45,0.9188157090283098,1.0883575347852361,38.24940711029239,73.69940711029238,Low Value
2372-HWUHI,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.35,81.25,1,22.175,1.8320180383314544,88.7,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,81.25,0.6500345377016916,1.5383797967653707,67.51256010787498,148.76256010787498,Low Value
7799-LGRDP,Female,0,0,0,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.7,1188.2,0,0.5976744186046511,46.23346303501946,1105.1,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1,1188.2,0.147575237428332,6.776204581650339,168.6407033990198,1356.8407033990197,Medium Value
7850-VWJUU,Female,0,0,0,23,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.0,1778.5,0,3.260869565217391,23.71333333333333,1725.0,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,0,1,1778.5,0.477291599549347,2.095155248791699,155.1329442282383,1933.6329442282383,Medium Value
3774-VBNXY,Female,0,1,1,64,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,1277.75,0,0.315625,63.25495049504951,1292.8,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0,1277.75,0.07192785399970952,13.902819900674896,264.1423704397346,1541.8923704397346,Medium Value
6217-KDYWC,Male,0,0,1,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.6,1170.55,0,0.343859649122807,59.7219387755102,1117.2,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0,1170.55,0.11681314716728027,8.560680233775118,161.2967022112668,1331.8467022112668,Medium Value
0390-DCFDQ,Female,1,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45,1,70.45,1.0,70.45,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0,70.45,0.8930156672411615,1.1198011823122327,78.1991841659701,148.6491841659701,Low Value
3146-MSEGF,Female,1,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.05,6425.65,0,1.2229166666666669,72.97728563316298,6339.599999999999,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1,6425.65,0.04686142942025293,21.33951124350066,1714.8366463519167,8140.4866463519165,High Value
4080-OGPJL,Female,0,0,0,8,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.15,563.65,1,8.89375,7.921995783555867,569.2,1,0,0,1,0,1,3,1,1,1,1,New (0-12m),3,1,0,563.65,0.6599602310628115,1.5152428175703594,106.69059318262062,670.3405931826206,Low Value
1095-WGNGG,Female,0,1,0,61,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),101.05,5971.25,0,1.6565573770491804,59.09203364670955,6164.05,0,1,0,0,1,1,3,1,1,1,1,Loyal (4-6yr),1,0,1,5971.25,0.12716253122611998,7.863951671595805,766.0896290277838,6737.339629027783,High Value
2636-SJDOU,Male,0,0,0,64,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),84.3,5289.05,0,1.3171875,62.74080664294188,5395.2,1,1,0,0,0,0,2,0,1,1,1,Loyal (4-6yr),2,0,1,5289.05,0.12543648497708604,7.972162167830786,647.6095759559889,5936.65957595599,High Value
1131-QQZEB,Male,1,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.95,1756.2,0,0.3373239436619718,73.32776617954072,1700.45,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1756.2,0.09343060558722324,10.70313088216514,244.26885437570846,2000.4688543757086,Medium Value
5716-EZXZN,Female,0,1,1,65,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),99.05,6416.7,0,1.523846153846154,64.78243311458858,6438.25,1,1,0,1,1,0,4,1,1,1,1,Loyal (4-6yr),1,0,1,6416.7,0.11875108419814132,8.420975747315762,802.281610831134,7218.981610831133,High Value
